StartDate,EndDate,Status,Progress,Duration,Finished,RecordedDate,UserLanguage,COM_1,CRT_1_raw,CRT_1,CRT_2_raw,CRT_2,CRT_3_raw,CRT_3,CRT_4_raw,CRT_4,CRT_5_raw,CRT_5,MDA_1,MDA_2,MDB_1,MDB_2,MDC_1,MDC_2,ATT_1,DQ_1,DQ_2a,DQ_2b,DQ_3,DQ_4a,DQ_4b,DQ_5,DQ_6_CRT,DQ_6_dilemma,SC0,FL_17_DO_raw,FL_17_DO,FL_18_DO
12/4/23 23:14,12/4/23 23:21,0,100,443,1,12/4/23 23:22,EN,2,2,2,50,50,12,12,7,7,13,13,2,5,2,4,1,3,2,26,1,-99,2,2,-99,3,3,2,8,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaA |MoralDilemmaC
12/4/23 23:16,12/4/23 23:22,0,100,342,1,12/4/23 23:22,EN,2,2,2,10,10,1,1,8,8,25,25,1,2,1,1,2,1,4,42,1,-99,2,1,-99,4,3,2,6,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/4/23 23:15,12/4/23 23:22,0,100,383,1,12/4/23 23:22,EN,2,2,2,5,5,12,12,8,8,6,6,1,4,1,4,2,1,4,35,1,-99,2,6,Cooured,3,3,2,8,FL_18|CRT ,FL_18|CRT,MoralDilemmaC|MoralDilemmaA |MoralDilemmaB
12/4/23 23:17,12/4/23 23:22,0,100,321,1,12/4/23 23:22,EN,2,2,2,50,50,0,0,7,7,13,13,1,5,1,5,1,5,4,60,1,-99,3,1,-99,4,2,2,14,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:16,12/4/23 23:22,0,100,379,1,12/4/23 23:22,EN,2,2,2,50,50,1,1,8,8,13,13,2,2,2,1,2,2,4,22,2,-99,1,6,Mixed,4,2,1,4,CRT |FL_18,CRT|FL_18,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/4/23 23:17,12/4/23 23:23,0,100,348,1,12/4/23 23:23,EN,2,2,2,50,50,12,12,8,8,26,26,1,7,1,7,1,5,7,18,2,-99,1,1,-99,2,1,1,16,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:16,12/4/23 23:23,0,100,396,1,12/4/23 23:23,EN,2,2,2,50,50,1,1,8,8,13,13,2,1,2,1,2,1,4,42,2,-99,1,2,-99,4,1,1,3,CRT |FL_18,CRT|FL_18,MoralDilemmaB|MoralDilemmaA |MoralDilemmaC
12/4/23 23:16,12/4/23 23:23,0,100,397,1,12/4/23 23:23,EN,2,2,2,50,50,1,1,8,8,5,5,1,5,1,5,2,5,4,27,2,-99,1,6,Hispanic,4,2,2,13,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/4/23 23:17,12/4/23 23:23,0,100,349,1,12/4/23 23:23,EN,2,2,2,10,10,1,1,8,8,13,13,1,5,2,2,2,3,4,57,2,-99,5,1,-99,2,1,1,7,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaA |MoralDilemmaC
12/4/23 23:19,12/4/23 23:23,0,100,271,1,12/4/23 23:23,EN,2,Two,2,10,10,1,1,7,7,13,13,1,5,1,5,1,5,4,23,2,-99,6,6,Hispanic and Ashkenazi,3,2,2,13,CRT |FL_18,CRT|FL_18,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/4/23 23:17,12/4/23 23:23,0,100,408,1,12/4/23 23:23,EN,2,5,5,50 minutes,50,1,1,0,0,13,13,1,2,2,1,1,5,4,25,2,-99,1,2,-99,3,2,2,8,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/4/23 23:18,12/4/23 23:24,0,100,322,1,12/4/23 23:24,EN,2,2,2,50,50,1,1,8,8,13,13,2,1,2,1,2,1,4,46,2,-99,1,2,-99,5,2,1,3,CRT |FL_18,CRT|FL_18,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:20,12/4/23 23:24,0,100,236,1,12/4/23 23:24,EN,2,2,2,50,50,1,1,8,8,8,8,1,3,1,1,1,1,4,44,2,-99,5,1,-99,2,1,1,6,CRT |FL_18,CRT|FL_18,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:16,12/4/23 23:24,0,100,438,1,12/4/23 23:24,EN,2,0,0,50,50,12,12,8,8,7,7,1,6,1,4,2,2,4,45,1,-99,7,-99,-99,4,2,2,9,FL_18|CRT ,FL_18|CRT,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:20,12/4/23 23:24,0,100,215,1,12/4/23 23:24,EN,2,2,2,10,10,1,1,8,8,25,25,1,5,2,1,2,5,4,24,2,-99,2,1,-99,4,2,3,9,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:23,12/4/23 23:24,0,100,95,1,12/4/23 23:24,EN,2,two,2,10,10,12,12,8,8,25,25,1,5,1,5,1,6,4,21,1,-99,1,1,-99,2,3,3,16,CRT |FL_18,CRT|FL_18,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:14,12/4/23 23:24,0,100,626,1,12/4/23 23:24,EN,2,2,2,50,50,1,1,8,8,13,13,1,4,1,4,1,4,4,27,1,-99,1,2,-99,4,1,1,12,CRT |FL_18,CRT|FL_18,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/4/23 23:20,12/4/23 23:25,0,100,294,1,12/4/23 23:25,EN,2,13,13,10,10,1,1,8,8,27,27,1,2,1,1,1,2,4,36,1,-99,6,1,-99,5,2,1,7,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:20,12/4/23 23:25,0,100,244,1,12/4/23 23:25,EN,2,2,2,50,50,1,1,8,8,13,13,2,2,2,2,2,2,4,54,2,-99,2,1,-99,2,1,1,5,CRT |FL_18,CRT|FL_18,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:20,12/4/23 23:25,0,100,248,1,12/4/23 23:25,EN,2,2,2,10,10,1,1,8,8,25,25,1,6,1,3,2,2,4,24,1,-99,1,1,-99,4,3,2,9,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:17,12/4/23 23:25,0,100,476,1,12/4/23 23:25,EN,2,2,2,50,50,1,1,7,7,2,2,2,3,2,5,2,3,4,37,1,-99,2,2,-99,4,1,3,8,FL_18|CRT ,FL_18|CRT,MoralDilemmaC|MoralDilemmaA |MoralDilemmaB
12/4/23 23:19,12/4/23 23:25,0,100,329,1,12/4/23 23:25,EN,2,0,0,50,50,1,1,8,8,26,26,1,5,1,5,1,5,4,28,2,-99,1,2,-99,4,2,3,14,FL_18|CRT ,FL_18|CRT,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:22,12/4/23 23:25,0,100,193,1,12/4/23 23:25,EN,2,two,2,10,10,one,1,eight,8,25,25,1,6,1,5,2,3,4,33,1,-99,6,1,-99,3,2,2,11,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/4/23 23:16,12/4/23 23:25,0,100,541,1,12/4/23 23:25,EN,2,7800,7800,50,50,12,12,7,7,52,52,2,1,2,1,2,2,4,32,2,-99,2,2,-99,4,2,2,3,CRT |FL_18,CRT|FL_18,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:17,12/4/23 23:25,0,100,465,1,12/4/23 23:25,EN,2,TWO,2,"2mins , 30 sec",2.5,1,1,7,7,13,13,1,5,2,1,1,5,4,24,2,-99,3,2,-99,4,1,1,8,CRT |FL_18,CRT|FL_18,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:20,12/4/23 23:25,0,100,305,1,12/4/23 23:25,EN,2,-99,-99,10,10,1,1,7,7,13,13,2,3,2,1,2,1,4,23,2,-99,1,2,-99,4,1,2,2,FL_18|CRT ,FL_18|CRT,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:22,12/4/23 23:25,0,100,220,1,12/4/23 23:25,EN,2,2,2,10,10,1,1,8,8,25,25,1,5,2,2,2,1,4,32,1,-99,1,1,-99,3,3,2,6,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaA |MoralDilemmaC
12/4/23 23:17,12/4/23 23:25,0,100,488,1,12/4/23 23:25,EN,2,16000,16000,50,50,12,12,7,7,13,13,1,5,2,1,2,2,3,23,2,-99,1,2,-99,4,3,1,4,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/4/23 23:19,12/4/23 23:25,0,100,399,1,12/4/23 23:25,EN,2,seven,7,fifty,50,five,5,seven,7,fifty,50,1,4,2,1,2,2,5,22,2,-99,1,2,-99,2,2,2,4,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/4/23 23:20,12/4/23 23:26,0,100,347,1,12/4/23 23:26,EN,2,2,2,10,10,1,1,7,7,25,25,1,3,1,3,2,3,4,23,1,-99,2,6,Mixed race,4,1,3,9,FL_18|CRT ,FL_18|CRT,MoralDilemmaC|MoralDilemmaA |MoralDilemmaB
12/4/23 23:18,12/4/23 23:26,0,100,464,1,12/4/23 23:26,EN,2,2,2,50,50,1,1,7,7,52,52,1,1,1,1,1,1,4,38,2,-99,3,2,-99,3,1,1,5,CRT |FL_18,CRT|FL_18,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:17,12/4/23 23:26,0,100,548,1,12/4/23 23:26,EN,2,2,2,50,50,1,1,7,7,13,13,1,4,2,2,2,3,3,24,2,-99,3,2,-99,4,2,1,6,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:13,12/4/23 23:26,0,100,792,1,12/4/23 23:26,EN,2,2,2,10,10,12,12,8,8,25,25,2,1,2,1,1,5,4,21,2,-99,1,2,-99,2,2,2,9,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:22,12/4/23 23:26,0,100,208,1,12/4/23 23:26,EN,2,2,2,50,50,1,1,8,8,4,4,1,4,1,2,1,3,4,40,2,-99,6,1,-99,4,2,2,9,CRT |FL_18,CRT|FL_18,MoralDilemmaA |MoralDilemmaC|MoralDilemmaB
12/4/23 23:20,12/4/23 23:26,0,100,337,1,12/4/23 23:26,EN,2,0,0,50,50,1,1,7,7,13,13,2,1,1,6,1,3,4,21,2,-99,1,2,-99,2,2,1,11,CRT |FL_18,CRT|FL_18,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/4/23 23:21,12/4/23 23:26,0,100,311,1,12/4/23 23:26,EN,2,2,2,50,50,0,0,8,8,13,13,1,5,2,3,2,3,4,59,2,-99,5,1,-99,4,2,1,9,CRT |FL_18,CRT|FL_18,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:20,12/4/23 23:26,0,100,346,1,12/4/23 23:26,EN,2,Seven,7,Seven,7,Twelve,12,Eight,8,Thirteen,13,1,6,1,5,1,5,3,28,2,-99,3,1,-99,5,1,2,13,CRT |FL_18,CRT|FL_18,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/4/23 23:21,12/4/23 23:26,0,100,279,1,12/4/23 23:26,EN,2,2,2,10,10,12,12,7,7,25,25,1,5,1,4,2,3,4,49,1,-99,3,1,-99,5,3,2,10,FL_18|CRT ,FL_18|CRT,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:22,12/4/23 23:26,0,100,215,1,12/4/23 23:26,EN,2,Two,2,50,50,1,1,7,7,4,4,1,5,2,2,1,4,4,30,2,-99,2,1,-99,2,1,1,8,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:16,12/4/23 23:26,0,100,585,1,12/4/23 23:26,EN,2,7,7,50,50,1,1,8,8,-99,-99,2,1,2,1,2,1,4,23,2,-99,1,2,-99,4,1,1,3,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/4/23 23:18,12/4/23 23:26,0,100,515,1,12/4/23 23:26,EN,2,2,2,50,50,12,12,8,8,13,13,2,2,1,4,1,5,4,27,2,-99,1,2,-99,4,3,3,12,CRT |FL_18,CRT|FL_18,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:17,12/4/23 23:26,0,100,522,1,12/4/23 23:26,EN,2,Two,2,10 minutes,10,12,12,7,7,13,13,2,4,2,4,2,3,3,21,2,-99,1,"1,2,6",-99,3,1,3,7,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaA |MoralDilemmaB
12/4/23 23:19,12/4/23 23:26,0,100,433,1,12/4/23 23:26,EN,2,1,1,10,10,1,1,7,7,25,25,1,5,1,5,2,1,4,32,1,-99,4,6,Latin,6,2,1,9,FL_18|CRT ,FL_18|CRT,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:20,12/4/23 23:27,0,100,384,1,12/4/23 23:27,EN,2,Two,2,50,50,12,12,7,7,13,13,2,2,2,3,2,3,4,18,1,-99,1,2,-99,3,3,2,6,CRT |FL_18,CRT|FL_18,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/4/23 23:21,12/4/23 23:27,0,100,342,1,12/4/23 23:27,EN,2,2,2,50,50,1,1,8,8,13,13,2,3,1,4,1,5,4,28,2,-99,1,2,-99,4,2,3,12,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaA |MoralDilemmaC
12/4/23 23:21,12/4/23 23:27,0,100,351,1,12/4/23 23:27,EN,2,Two,2,2,2,1,1,8,8,25,25,1,5,2,5,2,3,4,32,1,-99,6,6,Middle-eastern,3,2,1,11,FL_18|CRT ,FL_18|CRT,MoralDilemmaA |MoralDilemmaC|MoralDilemmaB
12/4/23 23:22,12/4/23 23:27,0,100,279,1,12/4/23 23:27,EN,2,Two,2,50,50,12,12,7,7,12,12,1,5,2,3,2,1,4,27,2,-99,1,6,Latina,4,1,2,5,CRT |FL_18,CRT|FL_18,MoralDilemmaB|MoralDilemmaA |MoralDilemmaC
12/4/23 23:21,12/4/23 23:27,0,100,329,1,12/4/23 23:27,EN,2,2,2,50,50,1,1,7,7,13,13,1,5,2,4,2,4,4,23,2,-99,1,2,-99,4,1,1,9,FL_18|CRT ,FL_18|CRT,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:19,12/4/23 23:27,0,100,472,1,12/4/23 23:27,EN,2,2,2,50,50,12,12,7,7,13,13,1,3,2,1,2,1,4,35,1,-99,4,2,-99,3,2,2,3,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:22,12/4/23 23:27,0,100,271,1,12/4/23 23:27,EN,2,2,2,50,50,12,12,8,8,13,13,2,3,2,1,2,1,4,21,2,-99,1,2,-99,2,3,1,3,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaA |MoralDilemmaC
12/4/23 23:20,12/4/23 23:27,0,100,423,1,12/4/23 23:27,EN,2,2,2,50,50,1,1,8,8,13,13,1,4,2,3,2,3,2,25,2,-99,1,1,-99,2,2,1,8,FL_18|CRT ,FL_18|CRT,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:22,12/4/23 23:27,0,100,284,1,12/4/23 23:27,EN,2,2,2,10,10,1,1,8,8,25,25,1,7,1,7,2,1,4,31,1,-99,1,1,-99,2,2,2,12,CRT |FL_18,CRT|FL_18,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/4/23 23:22,12/4/23 23:27,0,100,297,1,12/4/23 23:27,EN,2,2,2,50,50,1,1,8,8,25,25,2,3,2,1,2,2,4,43,2,-99,3,1,-99,5,2,2,5,CRT |FL_18,CRT|FL_18,MoralDilemmaA |MoralDilemmaC|MoralDilemmaB
12/4/23 23:21,12/4/23 23:27,0,100,344,1,12/4/23 23:27,EN,2,89,89,50,50,1,1,7,7,13,13,1,4,2,1,2,1,4,34,2,-99,4,2,-99,4,3,3,3,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaA |MoralDilemmaC
12/4/23 23:18,12/4/23 23:27,0,100,513,1,12/4/23 23:27,EN,2,2,2,10,10,12,12,15,15,25,25,1,6,2,2,2,3,7,27,1,-99,2,6,Latin,4,2,1,7,CRT |FL_18,CRT|FL_18,MoralDilemmaA |MoralDilemmaC|MoralDilemmaB
12/4/23 23:23,12/4/23 23:27,0,100,251,1,12/4/23 23:27,EN,2,2,2,10,10,12,12,23,23,25,25,2,2,2,1,1,4,2,41,1,-99,8,4,-99,5,1,1,7,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaA |MoralDilemmaC
12/4/23 23:24,12/4/23 23:27,0,100,206,1,12/4/23 23:27,EN,2,2,2,10,10,1,1,7,7,25,25,1,5,1,5,1,5,4,34,1,-99,3,1,-99,5,2,3,14,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaA |MoralDilemmaC
12/4/23 23:18,12/4/23 23:27,0,100,555,1,12/4/23 23:27,EN,2,Two,2,Ten,10,Twelve,12,Eight,8,25,25,1,3,2,1,2,1,4,21,2,-99,1,6,Latin,3,3,3,4,CRT |FL_18,CRT|FL_18,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/4/23 23:20,12/4/23 23:27,0,100,435,1,12/4/23 23:27,EN,2,2,2,10,10,1,1,8,8,10,10,1,4,2,1,2,1,7,48,2,-99,7,2,-99,5,1,1,4,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaA |MoralDilemmaC
12/4/23 23:21,12/4/23 23:27,0,100,373,1,12/4/23 23:27,EN,2,2,2,50,50,1,1,8,8,13,13,1,5,2,1,2,1,4,26,2,-99,1,6,mixed race,4,3,2,4,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:23,12/4/23 23:27,0,100,272,1,12/4/23 23:27,EN,2,2,2,10,10,1,1,8,8,25,25,1,5,1,5,2,1,8,30,1,-99,2,1,-99,4,1,2,10,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/4/23 23:21,12/4/23 23:28,0,100,425,1,12/4/23 23:28,EN,2,50,50,50,50,1,1,7,7,52,52,2,1,2,1,2,1,7,27,2,-99,1,2,-99,4,2,2,2,FL_18|CRT ,FL_18|CRT,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:19,12/4/23 23:28,0,100,511,1,12/4/23 23:28,EN,2,7876,7876,10,10,1,1,7,7,13,13,2,1,2,1,2,1,4,26,1,-99,2,2,-99,4,2,3,2,CRT |FL_18,CRT|FL_18,MoralDilemmaA |MoralDilemmaC|MoralDilemmaB
12/4/23 23:22,12/4/23 23:28,0,100,338,1,12/4/23 23:28,EN,2,2,2,50,50,1,1,8,8,25,25,1,5,1,5,1,5,4,44,1,-99,6,1,-99,3,2,2,15,FL_18|CRT ,FL_18|CRT,MoralDilemmaA |MoralDilemmaB|MoralDilemmaC
12/4/23 23:22,12/4/23 23:28,0,100,365,1,12/4/23 23:28,EN,2,2,2,10,10,1,1,7,7,13,13,1,4,2,4,1,4,4,23,1,-99,3,6,hispanic,4,1,1,10,CRT |FL_18,CRT|FL_18,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/4/23 23:17,12/4/23 23:28,0,100,643,1,12/4/23 23:28,EN,2,2,2,10,10,1,1,8,8,4,4,2,1,2,1,2,1,2,30,1,-99,2,2,-99,3,1,2,3,FL_18|CRT ,FL_18|CRT,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:22,12/4/23 23:28,0,100,375,1,12/4/23 23:28,EN,2,2,2,10,10,1,1,8,8,25,25,1,3,2,2,2,2,4,50,2,-99,8,1,-99,4,1,1,7,FL_18|CRT ,FL_18|CRT,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:19,12/4/23 23:28,0,100,536,1,12/4/23 23:28,EN,2,2,2,50,50,1,1,0,0,8,8,1,7,1,2,1,4,4,43,1,-99,4,1,-99,4,1,2,9,FL_18|CRT ,FL_18|CRT,MoralDilemmaB|MoralDilemmaC|MoralDilemmaA 
12/4/23 23:22,12/4/23 23:28,0,100,396,1,12/4/23 23:28,EN,2,100,100,50,50,1,1,8,8,10,10,2,1,2,1,2,1,3,33,2,-99,5,2,-99,4,1,1,3,CRT |FL_18,CRT|FL_18,MoralDilemmaC|MoralDilemmaB|MoralDilemmaA 
12/4/23 23:23,12/4/23 23:28,0,100,322,1,12/4/23 23:28,EN,2,2,2,50,50,1,1,7,7,13,13,2,3,1,4,2,5,4,37,1,-99,1,2,-99,5,1,2,10,CRT |FL_18,CRT|FL_18,MoralDilemmaB|MoralDilemmaA |MoralDilemmaC
12/4/23 23:19,12/4/23 23:28,0,100,530,1,12/4/23 23:28,EN,2,0,0,1 MINUTE,1,1,1,8,8,13,13,1,1,1,3,2,1,4,27,2,-99,1,2,-99,4,2,2,7,CRT |FL_18,CRT|FL_18,MoralDilemmaB|MoralDilemmaA |MoralDilemmaC
12/4/23 23:24,12/4/23 23:28,0,100,271,1,12/4/23 23:28,EN,2,2,2,50,50,1,1,7,7,26,26,2,3,2,1,2,2,4,20,2,-99,1,1,-99,4,1,1,3,FL_18|CRT ,FL_18|CRT,MoralDilemmaA |MoralDilemmaC|MoralDilemmaB
